ISO3,COUNTRY,ADM_NAME,year,month,ndvi,data_status,lat_wgs84,lon_wgs84
ETH,Ethiopia,Debubawi,2013,12,0.2707810982330351,original,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2013,12,0.2716692425363926,original,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2013,12,0.5360677195289865,original,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2013,12,0.614173786889258,original,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2013,12,0.453776889946389,original,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2013,12,0.4129419473321746,original,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2013,12,0.5219633236662351,original,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2013,12,0.6971575030958437,original,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2013,12,0.6322485560603686,original,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2013,12,0.7239223732750373,original,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2013,12,0.6263466638395908,original,975242.8784768393,35649.15365851755
ETH,Ethiopia,Mehakelegnaw,2013,12,0.2437173150830054,original,1540791.2187320353,491809.79678931914
ETH,Ethiopia,Mirab Arsi,2013,12,0.4803794307426206,original,779934.148437699,497832.64267631114
ETH,Ethiopia,Mirab Gojjam,2013,12,0.4288035708175803,original,1244606.9300988333,305658.1265369256
ETH,Ethiopia,Mirab Hararghe,2013,12,0.4206654173392066,original,959821.8674397503,695425.1512868485
ETH,Ethiopia,Mirab Shewa,2013,12,0.4563741264688901,original,1012787.6426533792,374720.2339558294
ETH,Ethiopia,Mirab Welega,2013,12,0.5983691344967389,original,1032697.9544891039,93189.34631555267
ETH,Ethiopia,Misraq Gojjam,2013,12,0.3941150042480173,original,1162307.4901609693,382504.35478102614
ETH,Ethiopia,Misraq Harerge,2013,12,0.4408605797412776,original,977116.6510985142,830176.1323061767
ETH,Ethiopia,Misraq Shewa,2013,12,0.2846177323528697,original,941809.9861702574,516513.8849465026
ETH,Ethiopia,Misraq Wellega,2013,12,0.5683200598393467,original,1039747.3867830498,238185.46961815926
ETH,Ethiopia,Misraqawi,2013,12,0.2362608595159349,original,1557122.5327505618,561161.672201031
ETH,Ethiopia,North Shewa,2013,12,0.3493906974322484,original,1077319.1297421285,519061.2007128659
ETH,Ethiopia,Semen Gondar,2013,12,0.3635239194184499,original,1403688.5691285583,283385.27954423864
ETH,Ethiopia,Semen Wello,2013,12,0.3156140496986934,original,1313128.4243678527,523400.57115138916
ETH,Ethiopia,Sidama,2013,12,0.6069859752689675,original,736495.4309496412,448981.57327440515
ETH,Ethiopia,Silti,2013,12,0.3407486147146036,original,860238.8301044789,413973.540730715
ETH,Ethiopia,Wag Himra,2013,12,0.2511676872092869,original,1405454.9019432787,480362.52930550167
ETH,Ethiopia,Agew Awi,2005,1,0.3597051133581268,original,1237966.7252032289,237630.7306528011
ETH,Ethiopia,Alaba,2005,1,0.268756765768269,original,819281.7111043445,413070.2957213864
ETH,Ethiopia,Arsi,2005,1,0.3462889527917569,original,877645.5697772538,574724.9062585309
ETH,Ethiopia,Bale,2005,1,0.3784496273477209,original,747946.3065913733,681361.231348667
ETH,Ethiopia,Bench Maji,2005,1,0.5358713065181314,original,701473.8482259716,114196.96727000308
ETH,Ethiopia,Borena,2005,1,0.3627722948242763,original,515172.1606803286,418016.61866877874
ETH,Ethiopia,Debub Gondar,2005,1,0.2518985083796548,original,1298625.058155536,403618.6083826701
ETH,Ethiopia,Debub Mirab Shewa,2005,1,0.3245257296815937,original,951583.702996164,413642.13798491366
ETH,Ethiopia,Debub Omo,2005,1,0.4115926502602433,original,594506.2145672034,208934.4131032283
ETH,Ethiopia,Debub Wollo,2005,1,0.2970798346077871,original,1211322.3946568086,521174.620529377
ETH,Ethiopia,Debubawi,2005,1,0.2525950529625374,original,1431751.9084497697,553121.0303109066
ETH,Ethiopia,Fafan,2005,1,0.2096623034789045,original,1032469.6618888458,952209.2310375178
ETH,Ethiopia,Gamo Gofa,2005,1,0.4977298241200872,original,691442.4764312886,300949.4333249477
ETH,Ethiopia,Guji,2005,1,0.5316511673815866,original,617143.6581352132,515541.0155111069
ETH,Ethiopia,Gurage,2005,1,0.4073580025299679,original,900983.5306617755,398032.32849572034
ETH,Ethiopia,Hadiya,2005,1,0.3740958154330504,original,830355.5261159564,362049.58761804504
ETH,Ethiopia,Horo Guduru,2005,1,0.4053932229382018,original,1073842.1136536016,303139.1779347765
ETH,Ethiopia,Ilubabor,2005,1,0.6265812841792741,original,923454.0637086349,147288.1625894781
ETH,Ethiopia,Jimma,2005,1,0.5707469994323782,original,875746.526436117,259839.3932920487
ETH,Ethiopia,Keffa,2005,1,0.697293926765952,original,799856.0187669549,177107.59706387814
ETH,Ethiopia,Kelem Wellega,2005,1,0.4701830432416009,original,975242.8784768393,35649.15365851755
